Vector_Representation
2 - 2 - 0 - 010000 - 0 - 1 - 010201 - 1
1 - 2 - 1 - 100001 - 2 - 1 - 010220 - 0
1 - 0 - 2 - 110101 - 2 - 0 - 012011 - 1
1 - 0 - 0 - 000001 - 1 - 0 - 010211 - 1
1 - 1 - 0 - 001000 - 2 - 1 - 011221 - 0
1 - 1 - 0 - 010000 - 0 - 0 - 012120 - 1
0 - 0 - 1 - 010100 - 1 - 0 - 010221 - 0
2 - 0 - 0 - 010000 - 0 - 1 - 011112 - 1
0 - 2 - 1 - 000101 - 0 - 0 - 001202 - 0
0 - 1 - 0 - 010000 - 0 - 0 - 012120 - 1
0 - 1 - 1 - 100100 - 0 - 1 - 012002 - 1
0 - 0 - 2 - 101101 - 2 - 1 - 012221 - 1
1 - 1 - 2 - 110101 - 2 - 1 - 011221 - 0
0 - 1 - 2 - 110101 - 0 - 1 - 001001 - 0
2 - 0 - 1 - 101000 - 1 - 1 - 010120 - 1
0 - 1 - 0 - 001000 - 0 - 1 - 001001 - 0
1 - 1 - 2 - 011101 - 0 - 1 - 011022 - 1
1 - 1 - 2 - 101101 - 2 - 1 - 012102 - 0
0 - 1 - 1 - 110000 - 0 - 0 - 001221 - 0
0 - 0 - 2 - 110101 - 2 - 0 - 012011 - 1
1 - 0 - 1 - 010100 - 0 - 0 - 011122 - 1
2 - 2 - 1 - 011000 - 2 - 1 - 010122 - 1
0 - 1 - 1 - 010100 - 0 - 0 - 010221 - 1
1 - 2 - 0 - 000001 - 2 - 1 - 010020 - 1
1 - 0 - 2 - 101101 - 2 - 1 - 012221 - 1
0 - 0 - 1 - 010001 - 2 - 0 - 011202 - 1
1 - 0 - 0 - 000100 - 2 - 1 - 012221 - 1
2 - 0 - 1 - 011000 - 2 - 0 - 000122 - 1
0 - 1 - 0 - 000100 - 2 - 1 - 012102 - 0
1 - 1 - 2 - 110101 - 0 - 1 - 001001 - 0
0 - 0 - 1 - 001001 - 0 - 0 - 011001 - 1
1 - 1 - 0 - 000001 - 0 - 1 - 011022 - 1
2 - 1 - 0 - 001000 - 1 - 1 - 010212 - 1
0 - 2 - 1 - 001100 - 0 - 1 - 001112 - 0
2 - 2 - 1 - 001100 - 1 - 1 - 011112 - 0
0 - 1 - 0 - 001000 - 2 - 1 - 011221 - 0
1 - 2 - 1 - 100100 - 2 - 0 - 012021 - 1
1 - 1 - 1 - 010100 - 0 - 0 - 010221 - 1
0 - 0 - 2 - 011101 - 1 - 0 - 010211 - 1
0 - 0 - 1 - 010100 - 0 - 0 - 011122 - 1
1 - 2 - 1 - 000101 - 0 - 0 - 001202 - 0
0 - 1 - 2 - 110101 - 2 - 1 - 011221 - 0
0 - 2 - 0 - 000001 - 1 - 0 - 012021 - 0
2 - 0 - 1 - 100100 - 1 - 0 - 012212 - 1
0 - 2 - 1 - 100100 - 2 - 0 - 012021 - 1
0 - 1 - 1 - 101000 - 2 - 0 - 012102 - 1
2 - 2 - 0 - 000100 - 2 - 0 - 000120 - 1
0 - 0 - 1 - 100001 - 1 - 0 - 010200 - 1
1 - 2 - 1 - 001001 - 2 - 1 - 012100 - 1
0 - 2 - 1 - 011000 - 2 - 1 - 012222 - 0
0 - 1 - 1 - 100100 - 0 - 0 - 011121 - 0
0 - 2 - 0 - 000001 - 2 - 1 - 010020 - 1
0 - 1 - 1 - 000101 - 2 - 1 - 001102 - 0
0 - 1 - 2 - 101101 - 2 - 1 - 012102 - 0
0 - 1 - 0 - 000001 - 0 - 1 - 011022 - 1
2 - 1 - 0 - 010000 - 1 - 0 - 012000 - 0
0 - 0 - 0 - 000001 - 1 - 0 - 010211 - 1
1 - 0 - 1 - 100001 - 1 - 0 - 010200 - 1
0 - 2 - 2 - 011101 - 1 - 0 - 012021 - 0
2 - 1 - 1 - 101000 - 2 - 1 - 001012 - 0
1 - 1 - 1 - 000101 - 2 - 1 - 001102 - 0
2 - 2 - 2 - 111100 - 0 - 0 - 012122 - 0
1 - 0 - 1 - 010001 - 2 - 0 - 011202 - 1
1 - 1 - 0 - 001000 - 0 - 1 - 001001 - 0
1 - 0 - 1 - 001001 - 0 - 0 - 011001 - 1
1 - 2 - 1 - 001100 - 0 - 1 - 001112 - 0
1 - 2 - 0 - 000001 - 1 - 0 - 012021 - 0
1 - 1 - 2 - 111001 - 0 - 0 - 012120 - 1
1 - 0 - 1 - 010100 - 1 - 0 - 010221 - 0
2 - 1 - 1 - 010100 - 0 - 0 - 001021 - 0
2 - 2 - 0 - 010000 - 0 - 1 - 011210 - 0
1 - 0 - 0 - 001000 - 2 - 0 - 012011 - 1
1 - 1 - 1 - 101000 - 2 - 0 - 012102 - 1
1 - 1 - 0 - 000100 - 2 - 1 - 012102 - 0
2 - 0 - 2 - 111100 - 1 - 1 - 012220 - 1
1 - 1 - 1 - 100100 - 0 - 1 - 012002 - 1
1 - 2 - 2 - 011101 - 1 - 0 - 012021 - 0
0 - 2 - 2 - 011101 - 2 - 1 - 010020 - 1
2 - 0 - 1 - 010100 - 1 - 0 - 010212 - 0
1 - 0 - 1 - 100100 - 2 - 1 - 011222 - 1
1 - 1 - 1 - 100100 - 0 - 0 - 011121 - 0
2 - 1 - 0 - 010000 - 1 - 1 - 010200 - 1
0 - 1 - 2 - 011101 - 0 - 1 - 011022 - 1
0 - 1 - 2 - 111001 - 0 - 0 - 012120 - 1
0 - 0 - 0 - 000100 - 2 - 1 - 012221 - 1
1 - 2 - 1 - 011000 - 2 - 1 - 012222 - 0
0 - 1 - 1 - 101000 - 1 - 0 - 012011 - 1
0 - 0 - 0 - 001000 - 2 - 0 - 012011 - 1
0 - 2 - 1 - 001001 - 2 - 1 - 012100 - 1
2 - 2 - 1 - 011000 - 2 - 0 - 011022 - 1
2 - 0 - 1 - 011000 - 0 - 1 - 010011 - 1
1 - 0 - 2 - 011101 - 1 - 0 - 010211 - 1
2 - 1 - 1 - 110000 - 1 - 1 - 012200 - 0
2 - 1 - 0 - 001000 - 1 - 1 - 001002 - 1
0 - 0 - 1 - 100100 - 2 - 1 - 011222 - 1
1 - 1 - 1 - 101000 - 1 - 0 - 012011 - 1
1 - 2 - 2 - 011101 - 2 - 1 - 010020 - 1
0 - 2 - 1 - 100001 - 2 - 1 - 010220 - 0
2 - 0 - 1 - 101000 - 0 - 1 - 012002 - 0
1 - 1 - 1 - 110000 - 0 - 0 - 001221 - 0
