Vector_Representation
0 - 0 - 0 - 000001 - 0 - 0 - 000001 - 0
0 - 0 - 0 - 000100 - 1 - 1 - 012222 - 0
0 - 0 - 0 - 010000 - 0 - 1 - 012221 - 0
0 - 0 - 1 - 000101 - 0 - 0 - 010201 - 0
0 - 0 - 1 - 001001 - 2 - 0 - 011211 - 0
0 - 0 - 1 - 010001 - 1 - 0 - 011210 - 0
0 - 0 - 1 - 011000 - 0 - 0 - 012220 - 0
0 - 0 - 1 - 100001 - 2 - 1 - 010020 - 0
0 - 0 - 1 - 101000 - 1 - 1 - 010012 - 0
0 - 0 - 2 - 011101 - 0 - 1 - 010121 - 0
0 - 0 - 2 - 101101 - 2 - 1 - 012212 - 0
0 - 0 - 2 - 111001 - 1 - 1 - 012211 - 0
0 - 1 - 0 - 000001 - 0 - 1 - 012210 - 0
0 - 1 - 0 - 001000 - 0 - 0 - 010120 - 0
0 - 1 - 0 - 010000 - 2 - 0 - 011200 - 0
0 - 1 - 1 - 000101 - 1 - 0 - 011122 - 0
0 - 1 - 1 - 001100 - 0 - 0 - 012202 - 0
0 - 1 - 1 - 010001 - 2 - 1 - 001221 - 0
0 - 1 - 1 - 011000 - 1 - 1 - 001220 - 0
0 - 1 - 1 - 100100 - 0 - 1 - 010110 - 0
0 - 1 - 1 - 101000 - 2 - 1 - 012201 - 0
0 - 1 - 2 - 011101 - 1 - 1 - 012200 - 0
0 - 1 - 2 - 110101 - 0 - 1 - 012122 - 0
0 - 1 - 2 - 111100 - 0 - 0 - 010102 - 0
0 - 2 - 0 - 000001 - 2 - 0 - 011112 - 0
0 - 2 - 0 - 001000 - 1 - 0 - 011102 - 0
0 - 2 - 0 - 100000 - 0 - 0 - 012121 - 0
0 - 2 - 1 - 000101 - 2 - 1 - 001210 - 0
0 - 2 - 1 - 001100 - 1 - 1 - 001202 - 0
0 - 2 - 1 - 010100 - 0 - 1 - 010022 - 0
0 - 2 - 1 - 011000 - 2 - 1 - 012120 - 0
0 - 2 - 1 - 100100 - 1 - 1 - 012112 - 0
0 - 2 - 1 - 110000 - 0 - 1 - 012111 - 0
0 - 2 - 2 - 101101 - 0 - 0 - 010021 - 0
0 - 2 - 2 - 110101 - 2 - 0 - 011020 - 0
0 - 2 - 2 - 111100 - 1 - 0 - 011012 - 0
1 - 0 - 0 - 000100 - 0 - 0 - 012110 - 0
1 - 0 - 0 - 001000 - 2 - 1 - 001122 - 0
1 - 0 - 0 - 100000 - 1 - 1 - 001121 - 0
1 - 0 - 1 - 001001 - 0 - 1 - 010011 - 0
1 - 0 - 1 - 001100 - 2 - 1 - 012102 - 0
